SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,425 Marine St #2,Santa Monica,CA,90405,1699000,2,2.5,Santa Monica,1402,7497,1975,63,1212,600,Active,,,http://www.redfin.com/CA/Santa-Monica/425-Marine-St-90405/unit-2/home/6778145,TheMLS,20-580322,N,Y,34.0004396,-118.4767316
MLS Listing,,Multi-Family (5+ Unit),1245 10th St,Santa Monica,CA,90401,5050000,14,11.0,Santa Monica,7512,7517,1960,63,672,,Active,,,http://www.redfin.com/CA/Santa-Monica/1245-10th-St-90401/home/6773816,TheMLS,20-582748,N,Y,34.0229967,-118.4912812
MLS Listing,,Condo/Co-op,1252 11th St #206,Santa Monica,CA,90401,860000,2,2.0,C14 - Santa Monica,1101,14996,1973,64,781,440,Active,,,http://www.redfin.com/CA/Santa-Monica/1252-11th-St-90401/unit-206/home/6773869,i-Tech MLS,320001681,N,Y,34.0230847,-118.4905894
MLS Listing,,Single Family Residential,915 Centinela Ave,Santa Monica,CA,90403,4599000,4,5.0,Santa Monica,4400,7397,1964,64,1045,,Active,,,http://www.redfin.com/CA/Santa-Monica/915-Centinela-Ave-90403/home/6760533,TheMLS,20-561944,N,Y,34.0453269,-118.4757438
MLS Listing,,Single Family Residential,1011 Pier Ave,Santa Monica,CA,90405,2599000,3,3.0,Santa Monica,2604,4781,1927,67,998,,Active,,,http://www.redfin.com/CA/Santa-Monica/1011-Pier-Ave-90405/home/6776302,TheMLS,20-582328,N,Y,34.0047339,-118.4708622
MLS Listing,,Single Family Residential,121 Esparta Way,Santa Monica,CA,90402,13995000,6,6.5,Santa Monica,8432,12190,2019,68,1660,,Active,,,http://www.redfin.com/CA/Santa-Monica/121-Esparta-Way-90402/home/6771224,TheMLS,20-582150,N,Y,34.0382609,-118.5068692
MLS Listing,,Single Family Residential,615 25th St,Santa Monica,CA,90402,8795000,5,5.75,Santa Monica,7326,8689,2019,68,1201,,Active,,,http://www.redfin.com/CA/Santa-Monica/615-25th-St-90402/home/6769716,TheMLS,20-582124,N,Y,34.042602,-118.4863825
MLS Listing,,Condo/Co-op,1040 4th St #405,Santa Monica,CA,90403,3375000,3,3.0,Santa Monica,2243,30025,1990,68,1505,824,Active,,,http://www.redfin.com/CA/Santa-Monica/1040-4th-St-90403/unit-405/home/6780763,TheMLS,20-581832,N,Y,34.020767,-118.5007761
MLS Listing,,Condo/Co-op,2621 Centinela Ave #18,Santa Monica,CA,90405,699000,2,2.0,C14 - Santa Monica,927,17455,1958,69,754,363,Active,,,http://www.redfin.com/CA/Santa-Monica/2621-S-Centinela-Ave-90405/unit-18/home/6765419,i-Tech MLS,320001652,N,Y,34.0247602,-118.4507933
MLS Listing,,Condo/Co-op,222 7th St #114,Santa Monica,CA,90402,1399000,2,2.0,Santa Monica,1294,25054,1974,69,1081,510,Active,,,http://www.redfin.com/CA/Santa-Monica/222-7th-St-90402/unit-114/home/6781372,TheMLS,20-579822,N,Y,34.0322248,-118.5084783
MLS Listing,,Vacant Land,638 11th St,Santa Monica,CA,90402,3850000,,,Santa Monica,,7507,,71,,,Active,,,http://www.redfin.com/CA/Santa-Monica/638-11th-St-90402/home/6771847,TheMLS,20-572966,N,Y,34.030603,-118.499376
MLS Listing,,Single Family Residential,628 20th St,Santa Monica,CA,90402,8999000,7,9.0,Santa Monica,8237,8943,2020,72,1093,,Active,,,http://www.redfin.com/CA/Santa-Monica/628-20th-St-90402/home/6770493,TheMLS,20-579384,N,Y,34.0378695,-118.4917134
MLS Listing,,Single Family Residential,2017 Centinela Ave,Santa Monica,CA,90404,2988800,3,1.0,C14 - Santa Monica,1212,5871,1951,74,2466,,Active,,,http://www.redfin.com/CA/Santa-Monica/2017-S-Centinela-Ave-90404/home/6764529,CRMLS,CV20085739,N,Y,34.0294373,-118.4565814
MLS Listing,,Condo/Co-op,2021 California Ave #2,Santa Monica,CA,90403,1095000,2,2.0,Santa Monica,1364,27504,1958,75,803,450,Active,,,http://www.redfin.com/CA/Santa-Monica/2021-California-Ave-90403/unit-2/home/6769450,TheMLS,20-557966,N,Y,34.0335464,-118.4843762
MLS Listing,,Condo/Co-op,1751 Centinela Ave #4,Santa Monica,CA,90404,674900,2,1.0,Santa Monica,765,6013,1961,75,882,243,Active,,,http://www.redfin.com/CA/Santa-Monica/1751-Centinela-Ave-90404/unit-4/home/6764351,TheMLS,20-579292,N,Y,34.033331,-118.4620787
MLS Listing,,Townhouse,128 Georgina Ave #4,Santa Monica,CA,90402,2499000,2,2.25,Santa Monica,2323,22519,1989,75,1076,600,Active,,,http://www.redfin.com/CA/Santa-Monica/128-Georgina-Ave-90402/unit-4/home/6781777,TheMLS,20-574646,N,Y,34.0259966,-118.5113909
MLS Listing,,Single Family Residential,2036 Yorkshire Ave,Santa Monica,CA,90404,2875000,4,4.5,Santa Monica,3287,6134,2020,75,875,,Active,,,http://www.redfin.com/CA/Santa-Monica/2036-Yorkshire-Ave-90404/home/6767397,TheMLS,20-578522,N,Y,34.0260794,-118.4615091
MLS Listing,,Single Family Residential,107 Foxtail Dr,Santa Monica,CA,90402,3995000,4,3.0,Santa Monica,2655,8711,1961,76,1505,,Active,,,http://www.redfin.com/CA/Santa-Monica/107-Foxtail-Dr-90402/home/6771250,TheMLS,20-577796,N,Y,34.0369116,-118.5069465
MLS Listing,,Multi-Family (2-4 Unit),752 Pier Ave,Santa Monica,CA,90405,1795000,2,2.0,Santa Monica,2060,5031,1925,77,871,,Active,,,http://www.redfin.com/CA/Santa-Monica/752-Pier-Ave-90405/home/6778225,TheMLS,20-578556,N,Y,34.0038007,-118.472824
MLS Listing,,Multi-Family (5+ Unit),1015 18th St,Santa Monica,CA,90403,4795000,12,12.5,Santa Monica,8998,8815,1968,77,533,,Active,,,http://www.redfin.com/CA/Santa-Monica/1015-18th-St-90403/home/6769553,TheMLS,20-578542,N,Y,34.032439,-118.4875441
MLS Listing,,Condo/Co-op,2023 Cloverfield Unit E,Santa Monica,CA,90404,549000,1,1.0,Santa Monica,459,22345,1947,77,1196,285,Active,,,http://www.redfin.com/CA/Santa-Monica/2023-Cloverfield-Blvd-90404/unit-E/home/6766923,TheMLS,20-576664,N,Y,34.022679,-118.4667702
MLS Listing,,Single Family Residential,718 Euclid St,Santa Monica,CA,90402,3390000,6,3.5,Santa Monica,3129,7494,1940,77,1083,,Active,,,http://www.redfin.com/CA/Santa-Monica/718-Euclid-St-90402/home/6771907,TheMLS,20-577890,N,Y,34.0317823,-118.4970301
MLS Listing,,Townhouse,2615 6th St Unit H,Santa Monica,CA,90405,1098000,2,1.5,Santa Monica,1100,12000,1976,78,998,400,Active,,,http://www.redfin.com/CA/Santa-Monica/2615-6th-St-90405/unit-H/home/22036470,TheMLS,20-578174,N,Y,34.0049905,-118.4787645
MLS Listing,,Condo/Co-op,1021 5th St #205,Santa Monica,CA,90403,775000,1,1.0,Santa Monica,733,15010,1971,79,1057,281,Active,,,http://www.redfin.com/CA/Santa-Monica/1021-5th-St-90403/unit-205/home/6780513,TheMLS,20-578018,N,Y,34.0222701,-118.4996318
MLS Listing,,Single Family Residential,1333 Palisades Beach Rd,Santa Monica,CA,90401,7395000,5,4.5,Santa Monica,3363,2536,,79,2199,,Active,,,http://www.redfin.com/CA/Santa-Monica/1333-Palisades-Beach-Rd-90401/home/17243698,TheMLS,20-577802,N,Y,34.0140784,-118.4996368
MLS Listing,,Condo/Co-op,1127 10th St #304,Santa Monica,CA,90403,1095000,3,1.75,Santa Monica,1307,7509,1971,82,838,426,Active,,,http://www.redfin.com/CA/Santa-Monica/1127-10th-St-90403/unit-304/home/6773224,TheMLS,20-572258,N,Y,34.0246765,-118.4932332
MLS Listing,,Condo/Co-op,1755 Ocean Ave #512,Santa Monica,CA,90401,2200000,2,1.75,Santa Monica,,,2014,83,,1662,Active,,,http://www.redfin.com/CA/Santa-Monica/1755-Ocean-Ave-90401/unit-512/home/55581534,TheMLS,20-576622,N,Y,34.0089422,-118.4913586
MLS Listing,,Townhouse,831 Pacific St #4,Santa Monica,CA,90405,1110000,2,1.75,Santa Monica,1502,6874,1981,84,739,350,Active,,,http://www.redfin.com/CA/Santa-Monica/831-Pacific-St-90405/unit-4/home/6774807,TheMLS,20-576512,N,Y,34.0109738,-118.4797316
MLS Listing,,Single Family Residential,528 21st St,Santa Monica,CA,90402,8000000,6,5.0,Santa Monica,6970,8956,2020,84,1148,,Active,,,http://www.redfin.com/CA/Santa-Monica/528-21st-St-90402/home/6770433,TheMLS,20-571852,N,Y,34.0392564,-118.4916801
MLS Listing,,Condo/Co-op,833 Ocean Ave #102,Santa Monica,CA,90403,1950000,2,2.0,Santa Monica,1126,14990,1976,86,1732,850,Active,,,http://www.redfin.com/CA/Santa-Monica/833-Ocean-Ave-90403/unit-102/home/6781046,TheMLS,20-575858,N,Y,34.0216832,-118.5063155
MLS Listing,,Single Family Residential,12743 Dewey St,Los Angeles,CA,90066,3388000,6,5.0,Palms - Mar Vista,3900,6106,2005,86,869,,Active,,,http://www.redfin.com/CA/Los-Angeles/12743-Dewey-St-90066/home/6747521,VCRDS,220004475,N,Y,34.0132206,-118.4495817
MLS Listing,,Single Family Residential,734 24th St,Santa Monica,CA,90402,6150000,5,5.5,Santa Monica,6430,8718,1992,90,956,,Active,,,http://www.redfin.com/CA/Santa-Monica/734-24th-St-90402/home/6769881,TheMLS,20-574742,N,Y,34.0403864,-118.4862869
MLS Listing,,Single Family Residential,257 Entrada Dr,Santa Monica,CA,90402,2250000,3,3.0,Santa Monica,1863,1895,1921,91,1208,,Active,,,http://www.redfin.com/CA/Santa-Monica/257-Entrada-Dr-90402/home/6840392,TheMLS,20-562442,N,Y,34.0295739,-118.515975
MLS Listing,,Condo/Co-op,1010 19th St #10,Santa Monica,CA,90403,925000,2,1.5,Santa Monica,1069,19845,1963,93,865,537,Active,,,http://www.redfin.com/CA/Santa-Monica/1010-19th-St-90403/unit-10/home/6769578,TheMLS,20-573160,N,Y,34.0329422,-118.487355
MLS Listing,,Condo/Co-op,2329 Kansas Ave #2,Santa Monica,CA,90404,569000,1,1.0,Santa Monica,650,39939,1958,97,875,380,Active,,,http://www.redfin.com/CA/Santa-Monica/2329-Kansas-Ave-90404/unit-2/home/6766962,TheMLS,20-569766,N,Y,34.0228978,-118.466008
MLS Listing,,Townhouse,129 Alta Ave #14,Santa Monica,CA,90402,2295000,2,1.75,Santa Monica,1835,24949,1976,97,1251,725,Active,,,http://www.redfin.com/CA/Santa-Monica/129-Alta-Ave-90402/unit-14/home/6781926,TheMLS,20-573082,N,Y,34.0248119,-118.5093006
MLS Listing,,Multi-Family (5+ Unit),1824 Michigan Ave,Santa Monica,CA,90404,2905000,12,8.5,Santa Monica,5160,16009,1922,97,563,,Active,,,http://www.redfin.com/CA/Santa-Monica/1824-Michigan-Ave-90404/home/6767088,TheMLS,20-573026,N,Y,34.0218739,-118.474415
MLS Listing,,Single Family Residential,844 Berkeley St,Santa Monica,CA,90403,5895000,5,6.5,Santa Monica,,9809,2004,98,,,Active,,,http://www.redfin.com/CA/Santa-Monica/844-Berkeley-St-90403/home/6762339,TheMLS,20-572866,N,Y,34.0437022,-118.4780706
MLS Listing,,Condo/Co-op,2950 Neilson Way #601,Santa Monica,CA,90405,2590000,2,2.0,Santa Monica,1611,134111,1980,99,1608,1065,Active,,,http://www.redfin.com/CA/Santa-Monica/2950-Neilson-Way-90405/unit-601/home/6778742,TheMLS,20-572256,N,Y,33.9982654,-118.4816049
MLS Listing,,Condo/Co-op,1705 Ocean #505,Santa Monica,CA,90401,2299999,2,2.0,Santa Monica,1243,,2014,105,1850,1554,Active,,,http://www.redfin.com/CA/Santa-Monica/1705-Ocean-Ave-90401/unit-505/home/52822424,TheMLS,20-571328,N,Y,34.0097742,-118.4926885
MLS Listing,,Single Family Residential,647 Navy St,Santa Monica,CA,90405,1095000,3,3.0,Santa Monica,2000,2000,,106,548,,Active,,,http://www.redfin.com/CA/Santa-Monica/647-Navy-St-90405/home/171334334,TheMLS,20-560256,N,Y,34.0015532,-118.4740134
MLS Listing,,Townhouse,2203 3rd St #11,Santa Monica,CA,90405,2380000,2,2.5,Santa Monica,1903,22504,1999,111,1251,725,Active,,,http://www.redfin.com/CA/Santa-Monica/2203-3rd-St-90405/unit-11/home/8102080,TheMLS,20-570148,N,Y,34.0066461,-118.4853168
MLS Listing,,Condo/Co-op,515 Ocean Ave Unit 405-N,Santa Monica,CA,90402,1850000,2,2.0,Santa Monica,1490,67408,1976,111,1242,1319,Active,,,http://www.redfin.com/CA/Santa-Monica/515-Ocean-Ave-90402/unit-405N/home/143172595,TheMLS,20-569772,N,Y,34.0243812,-118.5100053
MLS Listing,,Multi-Family (2-4 Unit),2502 5th St,Santa Monica,CA,90405,2800000,6,5.0,Santa Monica,2725,6019,1962,114,1028,,Active,,,http://www.redfin.com/CA/Santa-Monica/2502-5th-St-90405/home/6777288,TheMLS,20-569432,N,Y,34.0053486,-118.481899
MLS Listing,,Condo/Co-op,930 California Ave #301,Santa Monica,CA,90403,1200000,2,2.0,Santa Monica,1476,15005,1974,115,813,600,Active,,,http://www.redfin.com/CA/Santa-Monica/930-California-Ave-90403/unit-301/home/6773284,TheMLS,20-569166,N,Y,34.0246785,-118.4942954
MLS Listing,,Townhouse,1115 19th St #3,Santa Monica,CA,90403,1495000,3,2.5,C14 - Santa Monica,1582,18007,1974,117,945,701,Active,,,http://www.redfin.com/CA/Santa-Monica/1115-19th-St-90403/unit-3/home/6767978,CRISNet,SR20044967,N,Y,34.0318196,-118.4850272
MLS Listing,,Single Family Residential,159 Fraser Ave,Santa Monica,CA,90405,3349000,5,4.0,Santa Monica,2820,3325,1905,121,1188,,Active,,,http://www.redfin.com/CA/Santa-Monica/159-Fraser-Ave-90405/home/6778612,TheMLS,20-567632,N,Y,34.002455,-118.48529
MLS Listing,,Single Family Residential,2455 23rd St,Santa Monica,CA,90405,2266000,3,2.0,Santa Monica,,7282,1937,127,,,Active,,,http://www.redfin.com/CA/Santa-Monica/2455-23rd-St-90405/home/6766542,TheMLS,20-561860,N,Y,34.0167351,-118.4625986
MLS Listing,,Condo/Co-op,1048 3rd St #101,Santa Monica,CA,90403,2198000,3,3.25,Santa Monica,1930,7506,2002,127,1139,1034,Active,,,http://www.redfin.com/CA/Santa-Monica/1048-3rd-St-90403/unit-101/home/8128528,TheMLS,20-566134,N,Y,34.0198528,-118.5015492
MLS Listing,,Condo/Co-op,270 Palisades Beach Rd #101,Santa Monica,CA,90402,2499000,3,3.5,Santa Monica,2088,17124,1995,128,1197,1062,Active,,,http://www.redfin.com/CA/Santa-Monica/270-Palisades-Beach-Rd-90402/unit-101/home/6782460,TheMLS,20-565510,N,Y,34.0250961,-118.5143685
MLS Listing,,Townhouse,1024 12th St #1,Santa Monica,CA,90403,1650000,2,2.5,Santa Monica,1830,7487,1981,128,902,525,Active,,,http://www.redfin.com/CA/Santa-Monica/1024-12th-St-90403/unit-1/home/6772920,TheMLS,20-565452,N,Y,34.0272453,-118.493613
MLS Listing,,Townhouse,833 Ocean Ave #304,Santa Monica,CA,90403,1800000,2,2.0,Santa Monica,1477,14990,1976,129,1219,1100,Active,,,http://www.redfin.com/CA/Santa-Monica/833-Ocean-Ave-90403/unit-304/home/6781060,TheMLS,20-566068,N,Y,34.0216832,-118.5063155
MLS Listing,,Multi-Family (2-4 Unit),3028 Colorado Ave,Santa Monica,CA,90404,1790000,5,4.0,C14 - Santa Monica,2116,5970,1940,139,846,,Active,,,http://www.redfin.com/CA/Santa-Monica/3028-Colorado-Ave-90404/home/6764220,CRMLS,WS20055198,N,Y,34.0343625,-118.4662031
MLS Listing,,Condo/Co-op,1048 10th St #102,Santa Monica,CA,90403,2099000,3,2.5,Santa Monica,1622,7497,2011,139,1294,567,Active,,,http://www.redfin.com/CA/Santa-Monica/1048-10th-St-90403/unit-102/home/40488437,TheMLS,20-562280,N,Y,34.0252197,-118.4949287
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 301P,Santa Monica,CA,90402,1395000,2,1.75,Santa Monica,1262,38608,1971,144,1105,3248,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-301P/home/17243723,TheMLS,20-561470,N,Y,34.0270978,-118.5143597
MLS Listing,,Single Family Residential,827 22nd St,Santa Monica,CA,90403,3295000,4,2.75,Santa Monica,1966,8007,1967,148,1676,,Active,,,http://www.redfin.com/CA/Santa-Monica/827-22nd-St-90403/home/6768567,TheMLS,20-557802,N,Y,34.0378956,-118.4867053
MLS Listing,,Multi-Family (5+ Unit),1311 Euclid St,Santa Monica,CA,90404,6550000,17,17.0,Santa Monica,10384,7492,1968,149,631,,Active,,,http://www.redfin.com/CA/Santa-Monica/1311-Euclid-St-90404/home/6774073,TheMLS,20-559628,N,Y,34.0244983,-118.4876624
MLS Listing,,Single Family Residential,625 California Ave,Santa Monica,CA,90403,2995000,3,2.0,Santa Monica,1858,4989,1909,152,1612,,Active,,,http://www.redfin.com/CA/Santa-Monica/625-California-Ave-90403/home/6780098,TheMLS,20-553068,N,Y,34.022763,-118.4975912
MLS Listing,,Multi-Family (5+ Unit),410 California Ave,Santa Monica,CA,90403,2599000,5,7.0,C14 - Santa Monica,4151,5015,1951,152,626,,Active,,,http://www.redfin.com/CA/Santa-Monica/410-California-Ave-90403/home/6780553,CRMLS,SB20043826,N,Y,34.0205258,-118.4994375
MLS Listing,,Condo/Co-op,535 Ocean Ave Unit 3B,Santa Monica,CA,90402,3900000,3,2.0,Santa Monica,1781,22462,1963,152,2190,2010,Active,,,http://www.redfin.com/CA/Santa-Monica/535-Ocean-Ave-90402/unit-3B/home/6781935,TheMLS,20-558628,N,Y,34.0242852,-118.5097061
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 509B,Santa Monica,CA,90402,1799000,3,2.25,Santa Monica,1562,57915,1971,152,1152,4010,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-509B/home/17243900,TheMLS,20-557814,N,Y,34.0270978,-118.5143597
MLS Listing,,Multi-Family (2-4 Unit),2503 20th St,Santa Monica,CA,90405,1938000,5,4.0,Santa Monica,2855,6753,1936,167,679,,Active,,,http://www.redfin.com/CA/Santa-Monica/2503-20th-St-90405/home/6766726,TheMLS,20-553940,N,Y,34.0146569,-118.4651135
MLS Listing,,Townhouse,323 San Vicente #9,Santa Monica,CA,90402,1525000,2,2.5,Santa Monica,1830,44421,1977,167,833,750,Active,,,http://www.redfin.com/CA/Santa-Monica/323-San-Vicente-Blvd-90402/unit-9/home/6781460,TheMLS,20-553858,N,Y,34.0292139,-118.5117291
MLS Listing,,Single Family Residential,510 16th St,Santa Monica,CA,90402,7295000,6,6.0,Santa Monica,6150,7481,,167,1186,,Active,,,http://www.redfin.com/CA/Santa-Monica/510-16th-St-90402/home/6770997,TheMLS,20-551082,N,Y,34.0360964,-118.4965263
MLS Listing,,Multi-Family (2-4 Unit),920 Marine St,Santa Monica,CA,90405,2045000,10,6.0,C14 - Santa Monica,3930,5681,1967,173,520,,Active,,,http://www.redfin.com/CA/Santa-Monica/920-Marine-St-90405/home/6776535,CRISNet,SR20028348,N,Y,34.003346,-118.4704972
MLS Listing,,Condo/Co-op,1705 Ocean Ave #414,Santa Monica,CA,90401,3495000,2,2.5,Santa Monica,1609,,,173,2172,1598,Active,,,http://www.redfin.com/CA/Santa-Monica/1705-Ocean-Ave-90401/unit-414/home/51581993,TheMLS,20-551716,N,Y,34.0097742,-118.4926885
MLS Listing,,Multi-Family (5+ Unit),1528 11th St,Santa Monica,CA,90401,3100000,12,7.0,C14 - Santa Monica,6414,7489,1962,176,483,,Active,,,http://www.redfin.com/CA/Santa-Monica/1528-11th-St-90401/unit-A/home/6774266,CRMLS,PW20025764,N,Y,34.019629,-118.4865273
MLS Listing,,Multi-Family (2-4 Unit),2708 2nd St,Santa Monica,CA,90405,3995000,4,5.0,Santa Monica,1351,10035,1931,176,2957,,Active,,,http://www.redfin.com/CA/Santa-Monica/2708-2nd-St-90405/home/6778508,TheMLS,20-550538,N,Y,34.001094,-118.481846
MLS Listing,,Multi-Family (5+ Unit),1012 Hill St,Santa Monica,CA,90405,3498000,12,9.0,Santa Monica,6512,8291,1964,178,537,,Active,,,http://www.redfin.com/CA/Santa-Monica/1012-Hill-St-90405/home/6775844,TheMLS,20-549816,N,Y,34.006307,-118.472981
MLS Listing,,Condo/Co-op,201 Ocean Ave Unit 409B,Santa Monica,CA,90402,2600000,3,3.0,Santa Monica,1562,57915,1971,181,1665,3594,Active,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-409B/home/17243677,TheMLS,20-549148,N,Y,34.0270978,-118.5143597
MLS Listing,,Multi-Family (5+ Unit),1502 Maple St,Santa Monica,CA,90405,3595000,8,10.0,Santa Monica,4718,12557,1939,182,762,,Active,,,http://www.redfin.com/CA/Santa-Monica/1502-Maple-St-90405/home/6775289,TheMLS,20-548546,N,Y,34.011544,-118.469816
MLS Listing,,Single Family Residential,444 10th St,Santa Monica,CA,90402,8995000,6,7.0,Santa Monica,8329,11261,2012,188,1080,,Active,,,http://www.redfin.com/CA/Santa-Monica/444-10th-St-90402/home/6771556,TheMLS,20-546596,N,Y,34.0323352,-118.5031377
MLS Listing,,Condo/Co-op,1012 2nd St #2,Santa Monica,CA,90403,3599000,3,3.5,Santa Monica,2907,7510,2016,197,1238,994,Active,,,http://www.redfin.com/CA/Santa-Monica/1012-2nd-St-90403/unit-2/home/105526000,TheMLS,20-543864,N,Y,34.0197751,-118.5033006
MLS Listing,,Condo/Co-op,701 Ocean Ave #103,Santa Monica,CA,90402,4395000,2,2.0,Santa Monica,1848,41940,1993,197,2378,1800,Active,,,http://www.redfin.com/CA/Santa-Monica/701-Ocean-Ave-90402/unit-103/home/6782367,TheMLS,20-543772,N,Y,34.0230246,-118.5077981
MLS Listing,,Single Family Residential,127 Hollister Ave,Santa Monica,CA,90405,6395000,3,4.0,Santa Monica,,2675,2005,201,,,Active,,,http://www.redfin.com/CA/Santa-Monica/127-Hollister-Ave-90405/home/8152294,TheMLS,20-542508,N,Y,34.0034799,-118.487683
MLS Listing,,Condo/Co-op,118 Wadsworth Ave #4,Santa Monica,CA,90405,1495000,2,2.0,Santa Monica,1091,5915,1973,202,1370,610,Active,,,http://www.redfin.com/CA/Santa-Monica/118-Wadsworth-Ave-90405/unit-4/home/6778589,TheMLS,19-536682,N,Y,34.0024337,-118.4870325
MLS Listing,,Single Family Residential,808 Woodacres Rd,Santa Monica,CA,90402,18500000,5,3.5,Santa Monica,4726,53709,1921,203,3915,,Active,,,http://www.redfin.com/CA/Santa-Monica/808-Woodacres-Rd-90402/home/6771208,TheMLS,20-541838,N,Y,34.0391995,-118.5069853
MLS Listing,,Single Family Residential,1427 Georgina Ave,Santa Monica,CA,90402,6900000,4,3.25,Santa Monica,5243,8847,2010,208,1316,,Active,,,http://www.redfin.com/CA/Santa-Monica/1427-Georgina-Ave-90402/home/6770839,TheMLS,20-540138,N,Y,34.0397048,-118.5025219
MLS Listing,,Condo/Co-op,801 Ocean Ave #602,Santa Monica,CA,90403,3300000,2,2.5,Santa Monica,1698,22484,1977,209,1943,1000,Active,,,http://www.redfin.com/CA/Santa-Monica/801-Ocean-Ave-90403/unit-602/home/6781038,TheMLS,20-539648,N,Y,34.0222263,-118.5069554
MLS Listing,,Single Family Residential,1124 Broadway,Santa Monica,CA,90401,1975000,2,1.0,Santa Monica,788,2132,1909,220,2506,,Active,,,http://www.redfin.com/CA/Santa-Monica/1124-Broadway-90401/home/6774278,TheMLS,19-538206,N,Y,34.0207681,-118.4862822
MLS Listing,,Multi-Family (5+ Unit),927 Ocean Ave,Santa Monica,CA,90403,9950000,2,16.0,Santa Monica,7876,7509,1922,249,1263,,Active,,,http://www.redfin.com/CA/Santa-Monica/927-Ocean-Ave-90403/home/6781087,TheMLS,19-530876,N,Y,34.0204716,-118.5049586
MLS Listing,,Multi-Family (5+ Unit),1417 17th St,Santa Monica,CA,90404,3695000,10,9.0,Santa Monica,4722,7493,2018,306,783,,Active,,,http://www.redfin.com/CA/Santa-Monica/1417-17th-St-90404/home/6767715,TheMLS,19-515326,N,Y,34.0262449,-118.481994
MLS Listing,,Condo/Co-op,1413 Ocean Park Blvd #1,Santa Monica,CA,90405,4500000,3,2.5,C14 - Santa Monica,1400,6438,1979,319,3214,,Active,,,http://www.redfin.com/CA/Santa-Monica/1413-Ocean-Park-Blvd-90405/unit-1/home/110239223,CRMLS,TR19220218,N,Y,34.0109311,-118.4700874
MLS Listing,,Multi-Family (2-4 Unit),1141 24th St,Santa Monica,CA,90403,2249000,4,3.0,Santa Monica,1750,6103,1964,328,1285,,Active,,,http://www.redfin.com/CA/Santa-Monica/1141-24th-St-90403/home/6767807,TheMLS,19-507836,N,Y,34.0346715,-118.4803081
MLS Listing,,Multi-Family (2-4 Unit),1927 17th St,Santa Monica,CA,90404,1800000,3,3.0,Santa Monica,1214,7761,1942,405,1483,,Active,,,http://www.redfin.com/CA/Santa-Monica/1927-17th-St-90404/home/6767139,TheMLS,19-480444,N,Y,34.0193792,-118.4738929
MLS Listing,,Multi-Family (5+ Unit),1318 Yale St,Santa Monica,CA,90404,2850000,5,6.0,Santa Monica,3438,7517,1947,413,829,,Active,,,http://www.redfin.com/CA/Santa-Monica/1318-Yale-St-90404/home/6763255,TheMLS,19-476788,N,Y,34.0362847,-118.4729152
MLS Listing,,Multi-Family (2-4 Unit),718 Kensington Rd,Santa Monica,CA,90405,2300000,6,4.0,Santa Monica,2781,5975,1956,428,827,,Active,,,http://www.redfin.com/CA/Santa-Monica/718-Kensington-Rd-90405/home/6777148,TheMLS,19-471270,N,Y,34.0085403,-118.4797675
MLS Listing,,Condo/Co-op,1755 Ocean Ave #614,Santa Monica,CA,90401,3850000,2,2.0,Santa Monica,1570,,,440,2452,1576,Active,,,http://www.redfin.com/CA/Santa-Monica/1755-Ocean-Ave-90401/unit-614/home/58675439,TheMLS,19-466946,N,Y,34.0089422,-118.4913586
MLS Listing,,Condo/Co-op,110 Ocean Park Blvd #505,Santa Monica,CA,90405,8750000,3,3.25,Santa Monica,2900,,1987,532,3017,1800,Active,,,http://www.redfin.com/CA/Santa-Monica/110-Ocean-Park-Blvd-90405/unit-505/home/6778956,TheMLS,19-434080,N,Y,34.0008926,-118.4846748
PAST SALE,May-8-2020,Condo/Co-op,1127 10th St #102,Santa Monica,CA,90403,605000,1,1.0,Santa Monica,691,7509,1971,82,876,256,Sold,,,http://www.redfin.com/CA/Santa-Monica/1127-10th-St-90403/unit-102/home/6773215,TheMLS,19-512542,N,Y,34.0246765,-118.4932332
PAST SALE,,Single Family Residential,2410 2nd St,Santa Monica,CA,90405,350000,1,1.0,,614,2503,1910,,570,,,,,http://www.redfin.com/CA/Santa-Monica/2410-2nd-St-90405/home/6778487,,,N,Y,34.0041397,-118.4850082
PAST SALE,July-14-2020,Single Family Residential,644 Navy St,Santa Monica,CA,90405,2060000,3,2.5,Santa Monica,1585,1999,2009,15,1300,,Sold,,,http://www.redfin.com/CA/Santa-Monica/644-Navy-St-90405/home/21925978,TheMLS,20-563690,N,Y,34.001217,-118.473906
